"mz","time","MatchCategory","theoretical.mz","chemical_ID","Name","Formula","MonoisotopicMass","Adduct","ISgroup","Module_RTclust","time.y","mean_int_vec","MD"
509.33055,619.6,"Multiple",509.32725,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"3M-3H","ISgroup_16_3_34","16_3",619.6,46501.6,0.331
509.33055,619.6,"Multiple",509.32725,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"2M-2H","ISgroup_16_3_34","16_3",619.6,46501.6,0.331
509.33055,619.6,"Multiple",509.32725,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M-H","ISgroup_16_3_34","16_3",619.6,46501.6,0.331
526.35048,496.7,"Multiple",526.3538,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M-2H+NH4","ISgroup_16_3_36","16_3",496.7,218937,0.35
527.31782,457.6,"Multiple",527.31559,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"2M-H+Cl","ISgroup_16_3_32","16_3",457.6,54809.2,0.318
531.30521,478.7,"Multiple",531.30919,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M+Na-2H","ISgroup_16_3_31","16_3",478.7,37826.6,0.305
531.30521,478.7,"Multiple",531.30919,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M-2H+Na","ISgroup_16_3_31","16_3",478.7,37826.6,0.305
547.28466,498.5,"Multiple",547.28313,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M+K-2H","ISgroup_16_3_29","16_3",498.5,7832.6,0.285
547.28466,498.5,"Multiple",547.28313,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"M-2H+K","ISgroup_16_3_29","16_3",498.5,7832.6,0.285
764.50084,660.2,"Multiple",764.49451,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"3M-2H","ISgroup_16_3_51","16_3",660.2,10029.7,0.501
1055.63103,447.9,"Multiple",1055.63845,"Formula_5412","Ganodermic acid TQ","C32H46O5",510.334524582,"2M+Cl","ISgroup_16_3_64","16_3",447.9,1607.4,0.631
1073.63331,466,"Multiple",1073.63354,"Formula_5413","(24E)-3alpha-Acetoxy-15alpha-hydroxy-23-oxo-79(11)24-lanostatrien-26-oic acid","C32H46O6",526.329439204,"2M-2H+Na","ISgroup_16_3_64","16_3",466,8989.7,0.633
595.28852,451.6,"Multiple",595.28885,"Formula_5415","Ganoderic acid alpha","C32H46O9",574.31418307,"M+Na-2H","ISgroup_16_3_29","16_3",451.6,176217,0.289
595.28852,451.6,"Multiple",595.28885,"Formula_5415","Ganoderic acid alpha","C32H46O9",574.31418307,"M-2H+Na","ISgroup_16_3_29","16_3",451.6,176217,0.289
622.33089,396.5,"Multiple",622.33588,"Formula_5416","Fulvestrant","C32H47F5O3S",606.316607085,"M-2H+NH4","ISgroup_16_3_34","16_3",396.5,4194.8,0.331
493.33501,611.1,"Multiple",493.33178,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"M-H2O-H","ISgroup_16_3_34","16_3",611.1,31979.2,0.335
547.32142,680.2,"Multiple",547.31958,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"M+Cl","ISgroup_16_3_33","16_3",680.2,48360.7,0.321
547.32142,680.2,"Multiple",547.31958,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"2M+2Cl","ISgroup_16_3_33","16_3",680.2,48360.7,0.321
549.29939,529.3,"Multiple",549.29878,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"M-2H+K","ISgroup_16_3_30","16_3",529.3,8672.8,0.299
549.29939,529.3,"Multiple",549.29878,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"M+K-2H","ISgroup_16_3_30","16_3",529.3,8672.8,0.299
767.52102,679,"Multiple",767.51799,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"3M-2H","ISgroup_16_3_53","16_3",679,4973.2,0.521
785.50557,615.4,"Multiple",785.50632,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"3M-H+Cl","ISgroup_16_3_51","16_3",615.4,15899.4,0.506
1045.68262,497.9,"Multiple",1045.67502,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"2M-2H+Na","ISgroup_16_3_69","16_3",497.9,4309.9,0.683
1059.66219,470.2,"Multiple",1059.66975,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"2M+Cl","ISgroup_16_3_67","16_3",470.2,69930.2,0.662
1059.66704,762.6,"Multiple",1059.66975,"Formula_5417","11a12a-Epoxy-3b-hydroxy-2813-oleananolide 3-acetate","C32H48O5",512.350174646,"2M+Cl","ISgroup_16_3_67","16_3",762.6,2908.7,0.667
351.22074,497.9,"Multiple",351.22278,"Formula_5418","Ganoderic acid V","C32H48O6",528.345089268,"2M-3H","ISgroup_16_3_23","16_3",497.9,46375.3,0.221
509.33055,619.6,"Multiple",509.3267,"Formula_5418","Ganoderic acid V","C32H48O6",528.345089268,"M-H2O-H","ISgroup_16_3_34","16_3",619.6,46501.6,0.331
563.31779,444.3,"Multiple",563.31449,"Formula_5418","Ganoderic acid V","C32H48O6",528.345089268,"2M+2Cl","ISgroup_16_3_32","16_3",444.3,84461.3,0.318
563.31779,444.3,"Multiple",563.31449,"Formula_5418","Ganoderic acid V","C32H48O6",528.345089268,"M+Cl","ISgroup_16_3_32","16_3",444.3,84461.3,0.318
1077.6675,490.7,"Multiple",1077.66484,"Formula_5418","Ganoderic acid V","C32H48O6",528.345089268,"2M-2H+Na","ISgroup_16_3_67","16_3",490.7,5524.1,0.668
581.28955,435.3,"Multiple",581.28861,"Formula_5419","Hovenidulcigenin A","C32H48O7",544.34000389,"M-2H+K","ISgroup_16_3_29","16_3",435.3,6895.7,0.29
581.28955,435.3,"Multiple",581.28861,"Formula_5419","Hovenidulcigenin A","C32H48O7",544.34000389,"M+K-2H","ISgroup_16_3_29","16_3",435.3,6895.7,0.29
297.14701,293.4,"Multiple",297.14852,"Formula_5420","Cucurbitacin C","C32H48O8",560.334918512,"M-H+Cl","ISgroup_16_3_15","16_3",293.4,10829.2,0.147
508.34035,522,"Multiple",508.34268,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"M-H2O-H","ISgroup_16_3_35","16_3",522,130721.8,0.34
526.35048,496.7,"Multiple",526.3538,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"M-H","ISgroup_16_3_36","16_3",496.7,218937,0.35
526.35048,496.7,"Multiple",526.3538,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"3M-3H","ISgroup_16_3_36","16_3",496.7,218937,0.35
526.35048,496.7,"Multiple",526.3538,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"2M-2H","ISgroup_16_3_36","16_3",496.7,218937,0.35
544.34165,479.2,"Multiple",544.34214,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"2M-H+Cl","ISgroup_16_3_35","16_3",479.2,20927,0.342
1075.69329,493.7,"Multiple",1075.69681,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"2M-2H+Na","ISgroup_16_3_70","16_3",493.7,9824.4,0.693
1089.69961,491.3,"Multiple",1089.69155,"Formula_5421","Daphniphylline","C32H49NO5",527.361073683,"2M+Cl","ISgroup_16_3_70","16_3",491.3,33388.7,0.7
746.55341,646.9,"Multiple",746.54909,"Formula_5423","Tsugaric acid A","C32H50O4",498.370910088,"3M-2H","ISgroup_16_3_56","16_3",646.9,1075207.8,0.553
788.52462,637.8,"Multiple",788.5298,"Formula_5424","16-Acetylpriverogenin A","C32H50O5",514.36582471,"3M-H+Cl","ISgroup_16_3_53","16_3",637.8,57477.7,0.525
581.31938,466,"Multiple",581.32506,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"M+Cl","ISgroup_16_3_32","16_3",466,24640.3,0.319
581.31938,466,"Multiple",581.32506,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"2M+2Cl","ISgroup_16_3_32","16_3",466,24640.3,0.319
818.51924,671.1,"Multiple",818.5262,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"3M-2H","ISgroup_16_3_52","16_3",671.1,10393.6,0.519
818.53084,730.5,"Multiple",818.5262,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"3M-2H","ISgroup_16_3_54","16_3",730.5,44828.6,0.531
836.51054,460.6,"Multiple",836.51454,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"3M-H+Cl","ISgroup_16_3_52","16_3",460.6,2852.5,0.511
854.4967,616,"Multiple",854.50288,"Formula_5425","Hovenidulcigenin B","C32H50O7",546.355653954,"3M+2Cl","ISgroup_16_3_50","16_3",616,3215,0.497
638.35497,521.4,"Multiple",638.35352,"Formula_5426","Neuromedin N","C32H51N5O7",617.378849011,"M+Na-2H","ISgroup_16_3_36","16_3",521.4,29609.9,0.355
638.35497,521.4,"Multiple",638.35352,"Formula_5426","Neuromedin N","C32H51N5O7",617.378849011,"M-2H+Na","ISgroup_16_3_36","16_3",521.4,29609.9,0.355
696.30358,491.3,"Multiple",696.29773,"Formula_5426","Neuromedin N","C32H51N5O7",617.378849011,"M+Br","ISgroup_16_3_31","16_3",491.3,26330,0.304
606.3277,312.2,"Multiple",606.32782,"Formula_5427","Glycochenodeoxycholic acid 3-glucuronide","C32H51NO11",625.346211479,"M-H2O-H","ISgroup_16_3_33","16_3",312.2,7851.4,0.328
624.33852,332.8,"Multiple",624.33894,"Formula_5427","Glycochenodeoxycholic acid 3-glucuronide","C32H51NO11",625.346211479,"M-H","ISgroup_16_3_34","16_3",332.8,65448.8,0.339
624.33852,332.8,"Multiple",624.33894,"Formula_5427","Glycochenodeoxycholic acid 3-glucuronide","C32H51NO11",625.346211479,"3M-3H","ISgroup_16_3_34","16_3",332.8,65448.8,0.339
624.33852,332.8,"Multiple",624.33894,"Formula_5427","Glycochenodeoxycholic acid 3-glucuronide","C32H51NO11",625.346211479,"2M-2H","ISgroup_16_3_34","16_3",332.8,65448.8,0.339
295.1783,461.2,"Multiple",295.18049,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M-H+Cl","ISgroup_16_3_18","16_3",461.2,32371.1,0.178
295.18226,381.9,"Multiple",295.18049,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M-H+Cl","ISgroup_16_3_19","16_3",381.9,4748.6,0.182
577.37344,429.2,"Multiple",577.37352,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M+Na-2H","ISgroup_16_3_38","16_3",429.2,3670.3,0.373
577.37344,429.2,"Multiple",577.37352,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M-2H+Na","ISgroup_16_3_38","16_3",429.2,3670.3,0.373
577.37351,608.7,"Multiple",577.37352,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M-2H+Na","ISgroup_16_3_38","16_3",608.7,40896.9,0.374
577.37351,608.7,"Multiple",577.37352,"Formula_5429","Demecarium","C32H52N4O4",556.398856172,"M+Na-2H","ISgroup_16_3_38","16_3",608.7,40896.9,0.374
505.20731,374.1,"Multiple",505.21157,"Formula_543","Proguanil","C11H16ClN5",253.109423244,"2M-H","ISgroup_16_3_21","16_3",374.1,15682.5,0.207
347.15154,438.3,"Multiple",347.14892,"Formula_5432","Capsianoside I","C32H52O14",660.335706372,"M-H+Cl","ISgroup_16_3_16","16_3",438.3,15140.5,0.152
345.15551,258.9,"Multiple",345.15549,"Formula_5433","Pisumoside B","C32H52O16",692.325535616,"M-2H","ISgroup_16_3_16","16_3",258.9,13708.7,0.156
761.55387,692.9,"Multiple",761.55687,"Formula_5435","3beta-Acetoxy-19alpha-hydroxy-12-ursene","C32H52O3",484.39164553,"3M+2Cl","ISgroup_16_3_56","16_3",692.9,3709.9,0.554
515.37253,552.3,"Multiple",515.3742,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"2M-2H","ISgroup_16_3_38","16_3",552.3,14507.1,0.373
515.37253,552.3,"Multiple",515.3742,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"3M-3H","ISgroup_16_3_38","16_3",552.3,14507.1,0.373
515.37253,552.3,"Multiple",515.3742,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"M-H","ISgroup_16_3_38","16_3",552.3,14507.1,0.373
551.3546,509.4,"Multiple",551.35088,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"M+Cl","ISgroup_16_3_36","16_3",509.4,12202.6,0.355
551.3546,509.4,"Multiple",551.35088,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"2M+2Cl","ISgroup_16_3_36","16_3",509.4,12202.6,0.355
553.33291,470.8,"Multiple",553.33008,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"M-2H+K","ISgroup_16_3_34","16_3",470.8,20338.2,0.333
553.33291,470.8,"Multiple",553.33008,"Formula_5436","22-Acetylpriverogenin B","C32H52O5",516.381474774,"M+K-2H","ISgroup_16_3_34","16_3",470.8,20338.2,0.333
566.34592,491.3,"Multiple",566.34914,"Formula_5437","Rocuronium","C32H53N2O4",529.400533194,"M-2H+K","ISgroup_16_3_35","16_3",491.3,7333426.9,0.346
566.34592,491.3,"Multiple",566.34914,"Formula_5437","Rocuronium","C32H53N2O4",529.400533194,"M+K-2H","ISgroup_16_3_35","16_3",491.3,7333426.9,0.346
608.31741,479.3,"Multiple",608.31942,"Formula_5437","Rocuronium","C32H53N2O4",529.400533194,"M+Br","ISgroup_16_3_32","16_3",479.3,454891.7,0.317
658.33284,484.1,"Multiple",658.32666,"Formula_5438","(3a5b)-24-oxo-24-(2-sulfoethyl)aminocholan-3-yl-b-D-Glucopyranosiduronic acid","C32H53NO11S",659.333932233,"M-H","ISgroup_16_3_34","16_3",484.1,46766,0.333
658.33284,484.1,"Multiple",658.32666,"Formula_5438","(3a5b)-24-oxo-24-(2-sulfoethyl)aminocholan-3-yl-b-D-Glucopyranosiduronic acid","C32H53NO11S",659.333932233,"3M-3H","ISgroup_16_3_34","16_3",484.1,46766,0.333
658.33284,484.1,"Multiple",658.32666,"Formula_5438","(3a5b)-24-oxo-24-(2-sulfoethyl)aminocholan-3-yl-b-D-Glucopyranosiduronic acid","C32H53NO11S",659.333932233,"2M-2H","ISgroup_16_3_34","16_3",484.1,46766,0.333
517.38896,529.3,"Multiple",517.39302,"Formula_5439","N-2-(1H-Indol-3-yl)ethyldocosanamide","C32H54N2O",482.42361436,"2M+2Cl","ISgroup_16_3_39","16_3",529.3,31000.5,0.389
517.38896,529.3,"Multiple",517.39302,"Formula_5439","N-2-(1H-Indol-3-yl)ethyldocosanamide","C32H54N2O",482.42361436,"M+Cl","ISgroup_16_3_39","16_3",529.3,31000.5,0.389
517.38906,568.7,"Multiple",517.39302,"Formula_5439","N-2-(1H-Indol-3-yl)ethyldocosanamide","C32H54N2O",482.42361436,"M+Cl","ISgroup_16_3_39","16_3",568.7,49775.2,0.389
517.38906,568.7,"Multiple",517.39302,"Formula_5439","N-2-(1H-Indol-3-yl)ethyldocosanamide","C32H54N2O",482.42361436,"2M+2Cl","ISgroup_16_3_39","16_3",568.7,49775.2,0.389
373.23627,588.7,"Multiple",373.23736,"Formula_544","(Cyclohexylmethyl)pyrazine","C11H16N2",176.131348522,"2M-2H+Na","ISgroup_16_3_24","16_3",588.7,4632.7,0.236
389.21181,588.1,"Multiple",389.2113,"Formula_544","(Cyclohexylmethyl)pyrazine","C11H16N2",176.131348522,"2M-2H+K","ISgroup_16_3_22","16_3",588.1,29810,0.212
680.61875,780.3,"Multiple",680.61892,"Formula_5441","(3beta24(241)Z)-24-Ethylidenelanost-9(11)-en-3-ol","C32H54O",454.41746635,"3M-2H","ISgroup_16_3_62","16_3",780.3,10091.1,0.619
350.15075,197.6,"Multiple",350.15017,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"M+2Cl","ISgroup_16_3_16","16_3",197.6,13801.9,0.151
629.35293,301.3,"Multiple",629.35425,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"2M-2H","ISgroup_16_3_36","16_3",301.3,2337.8,0.353
629.35293,301.3,"Multiple",629.35425,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"M-H","ISgroup_16_3_36","16_3",301.3,2337.8,0.353
629.35293,301.3,"Multiple",629.35425,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"3M-3H","ISgroup_16_3_36","16_3",301.3,2337.8,0.353
667.30719,507.6,"Multiple",667.31013,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"M-2H+K","ISgroup_16_3_31","16_3",507.6,10541.2,0.307
667.30719,507.6,"Multiple",667.31013,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"M+K-2H","ISgroup_16_3_31","16_3",507.6,10541.2,0.307
980.50888,679.6,"Unique",980.51169,"Formula_5442","Goshonoside F4","C32H54O12",630.361527192,"3M+2Cl","ISgroup_16_3_51","16_3",679.6,9885.2,0.509
505.38497,427.4,"Multiple",505.38178,"Formula_5444","CE(5:0)","C32H54O2",470.412380972,"M+Cl","ISgroup_16_3_39","16_3",427.4,1161.5,0.385
505.38497,427.4,"Multiple",505.38178,"Formula_5444","CE(5:0)","C32H54O2",470.412380972,"2M+2Cl","ISgroup_16_3_39","16_3",427.4,1161.5,0.385
549.32722,680.2,"Multiple",549.33127,"Formula_5444","CE(5:0)","C32H54O2",470.412380972,"M+Br","ISgroup_16_3_33","16_3",680.2,3517.2,0.327
517.38896,529.3,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"3M-3H","ISgroup_16_3_39","16_3",529.3,31000.5,0.389
517.38896,529.3,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"M-H","ISgroup_16_3_39","16_3",529.3,31000.5,0.389
517.38896,529.3,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"2M-2H","ISgroup_16_3_39","16_3",529.3,31000.5,0.389
517.38906,568.7,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"2M-2H","ISgroup_16_3_39","16_3",568.7,49775.2,0.389
517.38906,568.7,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"M-H","ISgroup_16_3_39","16_3",568.7,49775.2,0.389
517.38906,568.7,"Multiple",517.38985,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"3M-3H","ISgroup_16_3_39","16_3",568.7,49775.2,0.389
553.36987,507.6,"Multiple",553.36653,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"M+Cl","ISgroup_16_3_37","16_3",507.6,48043.1,0.37
553.36987,507.6,"Multiple",553.36653,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"2M+2Cl","ISgroup_16_3_37","16_3",507.6,48043.1,0.37
555.34901,499.1,"Multiple",555.34573,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"M-2H+K","ISgroup_16_3_35","16_3",499.1,127879.3,0.349
555.34901,499.1,"Multiple",555.34573,"Formula_5445","Ganoderiol C","C32H54O5",518.397124838,"M+K-2H","ISgroup_16_3_35","16_3",499.1,127879.3,0.349
834.29391,522.6,"Multiple",834.28793,"Formula_5446","Lacto-N-fucopentaose III","C32H55NO25",853.306316315,"M-H2O-H","ISgroup_16_3_30","16_3",522.6,14851.8,0.294
629.35293,301.3,"Multiple",629.3537,"Formula_5449","Lyciumoside III","C32H56O13",648.372091878,"M-H2O-H","ISgroup_16_3_36","16_3",301.3,2337.8,0.353
592.39282,622.6,"Unique",592.39806,"Formula_545","Tocainide","C11H16N2O",192.126263144,"3M-2H+NH4","ISgroup_16_3_40","16_3",622.6,41018.8,0.393
505.42466,654.2,"Multiple",505.42569,"Formula_5451","DG(14:1(9Z)15:00:0)","C32H60O5",524.44407503,"M-H2O-H","ISgroup_16_3_43","16_3",654.2,39081.4,0.425
821.63003,739,"Multiple",821.63551,"Formula_5451","DG(14:1(9Z)15:00:0)","C32H60O5",524.44407503,"3M+2Cl","ISgroup_16_3_64","16_3",739,11094.1,0.63
821.6335,588.1,"Multiple",821.63551,"Formula_5451","DG(14:1(9Z)15:00:0)","C32H60O5",524.44407503,"3M+2Cl","ISgroup_16_3_64","16_3",588.1,1490.5,0.634
347.15154,438.3,"Multiple",347.15117,"Formula_546","Pilocarpine","C11H16N2O2",208.121177766,"3M+2Cl","ISgroup_16_3_16","16_3",438.3,15140.5,0.152
640.38313,491.3,"Multiple",640.3828,"Formula_546","Pilocarpine","C11H16N2O2",208.121177766,"3M-2H+NH4","ISgroup_16_3_39","16_3",491.3,7362.1,0.383
659.33637,484.1,"Multiple",659.33294,"Formula_546","Pilocarpine","C11H16N2O2",208.121177766,"3M+Cl","ISgroup_16_3_34","16_3",484.1,16387.5,0.336
728.14657,544.4,"Multiple",728.14684,"Formula_5465","26-Digalloyliriflophenone 3-C-glucoside","C33H28O18",712.127564092,"M-2H+NH4","ISgroup_16_3_15","16_3",544.4,2171.2,0.147
615.1016,209.2,"Multiple",615.10239,"Formula_5466","Asticolorin B","C33H28O7",536.18350325,"M+Br","ISgroup_16_3_11","16_3",209.2,1728,0.102
589.15245,588.1,"Multiple",589.148,"Formula_5467","Asticolorin C","C33H28O9",568.173332494,"M-2H+Na","ISgroup_16_3_16","16_3",588.1,9208.1,0.152
589.15245,588.1,"Multiple",589.148,"Formula_5467","Asticolorin C","C33H28O9",568.173332494,"M+Na-2H","ISgroup_16_3_16","16_3",588.1,9208.1,0.152
707.31724,484.1,"Multiple",707.31768,"Formula_547","Butalbital","C11H16N2O3",224.116092388,"3M+Cl","ISgroup_16_3_32","16_3",484.1,1865.9,0.317
495.22011,630.5,"Multiple",495.21849,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"M-H2O-H","ISgroup_16_3_23","16_3",630.5,15657.8,0.22
495.22271,268,"Multiple",495.21849,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"M-H2O-H","ISgroup_16_3_23","16_3",268,18296.8,0.223
551.18197,571.7,"Multiple",551.18548,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"M+K-2H","ISgroup_16_3_19","16_3",571.7,10697.3,0.182
551.18197,571.7,"Multiple",551.18548,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"M-2H+K","ISgroup_16_3_19","16_3",571.7,10697.3,0.182
593.15424,555.3,"Multiple",593.15576,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"M+Br","ISgroup_16_3_16","16_3",555.3,3413.7,0.154
1049.43959,637.8,"Multiple",1049.44842,"Formula_5470","Telmisartan","C33H30N4O2",514.236876224,"2M-2H+Na","ISgroup_16_3_44","16_3",637.8,2677.2,0.44
731.14455,588.1,"Multiple",731.14967,"Formula_5473","Gomphrenin II","C33H32N2O15",696.180268364,"2M+2Cl","ISgroup_16_3_15","16_3",588.1,6381.6,0.145
731.14455,588.1,"Multiple",731.14967,"Formula_5473","Gomphrenin II","C33H32N2O15",696.180268364,"M+Cl","ISgroup_16_3_15","16_3",588.1,6381.6,0.145
1089.51086,716.6,"Multiple",1089.50085,"Formula_5474","Pyrophaeophorbide a","C33H34N4O3",534.263090974,"2M-2H+Na","ISgroup_16_3_52","16_3",716.6,4364.9,0.511
563.22653,680.2,"Multiple",563.22944,"Formula_5475","Biliverdin","C33H34N4O6",582.24783484,"M-H2O-H","ISgroup_16_3_23","16_3",680.2,3605.4,0.227
581.24043,334.7,"Multiple",581.24056,"Formula_5475","Biliverdin","C33H34N4O6",582.24783484,"M-H","ISgroup_16_3_25","16_3",334.7,8989.2,0.24
581.24043,334.7,"Multiple",581.24056,"Formula_5475","Biliverdin","C33H34N4O6",582.24783484,"3M-3H","ISgroup_16_3_25","16_3",334.7,8989.2,0.24
581.24043,334.7,"Multiple",581.24056,"Formula_5475","Biliverdin","C33H34N4O6",582.24783484,"2M-2H","ISgroup_16_3_25","16_3",334.7,8989.2,0.24
795.13226,545,"Multiple",795.12561,"Formula_5477","Luteolin 7-O-beta-D-glucuronosyl-(1-2)-beta-D-glucuronide-4-O-beta-D-glucuronide","C33H34O24",814.144002016,"M-H2O-H","ISgroup_16_3_14","16_3",545,4295.1,0.132
637.17444,544.4,"Multiple",637.17189,"Formula_5478","Atorvastatin","C33H35FN2O5",558.253000445,"M+Br","ISgroup_16_3_18","16_3",544.4,5605.9,0.174
286.11552,266.1,"Multiple",286.11668,"Formula_5479","iparai-hydroxyatorvastatin","C33H35FN2O6",574.247915067,"M-2H","ISgroup_16_3_12","16_3",266.1,4621.5,0.116
860.35675,587.5,"Multiple",860.3646,"Formula_5479","iparai-hydroxyatorvastatin","C33H35FN2O6",574.247915067,"3M-2H","ISgroup_16_3_36","16_3",587.5,1448,0.357
383.15302,254,"Multiple",383.15161,"Formula_548","1-(beta-D-Ribofuranosyl)-14-dihydronicotinamide ","C11H16N2O5",256.105921632,"3M-2H","ISgroup_16_3_16","16_3",254,187816.4,0.153
547.18041,599,"Multiple",547.18125,"Formula_548","1-(beta-D-Ribofuranosyl)-14-dihydronicotinamide ","C11H16N2O5",256.105921632,"2M+Cl","ISgroup_16_3_19","16_3",599,13030.1,0.18
767.30985,522,"Multiple",767.31049,"Formula_548","1-(beta-D-Ribofuranosyl)-14-dihydronicotinamide ","C11H16N2O5",256.105921632,"3M-H","ISgroup_16_3_31","16_3",522,7328.6,0.31
800.14147,615.4,"Multiple",800.14306,"Formula_5481","Cyanidin 3-O-dimalonyl-laminaribioside","C33H35O22",783.161997804,"2M-H+Cl","ISgroup_16_3_15","16_3",615.4,4933.9,0.141
562.22838,680.2,"Multiple",562.22427,"Formula_5483","Mandrax","C33H36ClN3O2",541.249605118,"M+Na-2H","ISgroup_16_3_23","16_3",680.2,2272.9,0.228
562.22838,680.2,"Multiple",562.22427,"Formula_5483","Mandrax","C33H36ClN3O2",541.249605118,"M-2H+Na","ISgroup_16_3_23","16_3",680.2,2272.9,0.228
327.09857,332.2,"Multiple",327.10114,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"M+2Cl","ISgroup_16_3_10","16_3",332.2,6031.9,0.099
583.25542,280.7,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"3M-3H","ISgroup_16_3_26","16_3",280.7,24679.6,0.255
583.25542,280.7,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"M-H","ISgroup_16_3_26","16_3",280.7,24679.6,0.255
583.25542,280.7,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"2M-2H","ISgroup_16_3_26","16_3",280.7,24679.6,0.255
583.25551,544.4,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"3M-3H","ISgroup_16_3_26","16_3",544.4,272337.5,0.256
583.25551,544.4,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"2M-2H","ISgroup_16_3_26","16_3",544.4,272337.5,0.256
583.25551,544.4,"Multiple",583.25621,"Formula_5485","Bilirubin","C33H36N4O6",584.263484904,"M-H","ISgroup_16_3_26","16_3",544.4,272337.5,0.256
